Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,2024-03-10 17:21:58,16.296300259171186,78.9718112098157,7.620580893160685,15.928303792139143
Los Angeles,2024-02-07 10:27:25,11.114735591795204,87.44176940644263,2.9005663290878623,3.3814710322593946
Phoenix,2024-04-27 06:26:35,25.639647362692365,51.48422116512367,3.6156565652631736,28.163488674422688
Los Angeles,2024-03-30 05:43:57,30.69613858031066,41.86740254979887,2.8135426929159535,16.502606699302216
San Antonio,2024-04-19 03:03:02,-5.572413407625079,52.16758645036179,0.2568062436415852,7.34384526546791
Los Angeles,2024-03-07 16:33:01,37.92508051310694,86.85769316822395,3.1888709988332,0.2839884630334
San Jose,2024-01-14 02:56:42,21.336537009506714,87.06882978269607,5.4681145629589505,24.87053988586048
San Jose,2024-02-28 12:40:46,-2.780307591395184,59.55001663304911,1.206406826045725,6.786654213149475
San Jose,2024-01-13 07:04:02,11.245630825990975,30.271420735333574,3.690019335550883,9.512257176501716
Phoenix,2024-04-07 03:17:00,28.22483268349626,62.95857048211515,6.2616396543299295,24.53962845713733
Philadelphia,2024-01-17 01:25:12,-0.8928958395513682,64.61219786760574,2.396576686097868,17.645325533609444
San Antonio,2024-05-02 20:53:00,10.981635645066614,60.42101041854184,1.7577137706730197,19.30679835425695
Houston,2024-01-08 01:13:09,19.07881386333404,59.14744394069322,3.919880975609055,16.293090068758403
Houston,2024-03-28 06:51:57,0.1925268131511206,89.74594643116674,3.398388662934495,12.260966860032932
Dallas,2024-01-11 02:44:22,26.91981678141427,79.60488302088083,2.0152245011210512,10.988528136092016
Dallas,2024-03-05 00:01:22,-6.827565288446377,81.45429968897028,3.444016708620686,23.07233636169928
Chicago,2024-01-11 07:59:47,16.52546205240195,44.27893789281497,8.81208885985697,4.294145300028875
San Diego,2024-02-18 17:02:51,37.9759383506538,67.78470392050025,1.825992180867787,14.393921318302866
Phoenix,2024-03-12 18:35:59,12.709993456918053,39.332496559682305,4.598393426083433,13.185445786357093
Chicago,2024-01-01 01:37:42,-7.390733721759427,35.36340338033439,0.7341737813678206,11.411573516854189
San Jose,2024-03-12 19:52:45,3.012631131088659,42.18797778403751,1.6177045760257114,15.74190304048149
San Diego,2024-05-16 06:16:39,6.148464064996233,58.945422063241224,7.229230548162016,0.1010451530049671
San Antonio,2024-02-19 23:05:14,-4.475785276570351,64.16415901525669,6.593949790677582,6.7806391027492054
San Diego,2024-02-15 18:23:56,0.0578885374157209,73.78606739122688,1.133994878469203,13.454120866821423
Chicago,2024-03-26 21:43:38,-4.625543220087593,31.67728721786204,1.8131770489462384,5.708755615181672
San Antonio,2024-02-02 09:21:07,15.90635562041761,48.67495829203257,3.4559869820586107,22.302038648139703
San Jose,2024-01-24 07:38:41,23.35069110486993,52.193512017865984,6.840839649143666,2.0212668907232088
Houston,2024-04-14 14:47:26,-6.349009951272485,42.44213258122528,3.306931824455248,2.801855637953511
San Jose,2024-04-30 02:16:06,3.3097136621886385,57.850016191492536,8.757503101920825,26.670984213406904
San Antonio,2024-01-19 15:53:15,-9.86461344249432,64.57196265178975,7.1252419038267965,17.124544328984566
San Jose,2024-04-22 06:37:31,21.495988126850538,46.3848368514505,0.0611383265884757,13.234211397099044
San Diego,2024-03-15 05:46:20,-0.9541763179791508,70.56103710947592,5.886989381263757,20.69773580830102
Philadelphia,2024-04-11 16:49:39,2.409843531894394,76.16697851441572,1.33294747476024,4.384507695072069
San Antonio,2024-05-18 00:26:34,21.70357946628119,87.71132104516258,3.2273054342664445,25.00602251987488
San Diego,2024-01-27 23:11:44,29.550075278994218,69.87936985453271,7.5684349400178945,7.788655425349526
